"Query","Dates range","Impressions","Clicks","CTR %","Avg. position","Avg. click position","Impressions for 1st position","Clicks from pos. 1","CTR % for pos. 1","Impressions for pos. 2-3","Clicks from pos. 2-3","CTR % for pos. 2-3","Avg. impression position for pos. 2-3","Avg. click position from pos. 2-3","Impressions for pos. 4-10","Clicks from pos. 4-10","CTR % for pos. 4-10","Avg. impression position for pos. 4-10","Avg. click position from pos. 4-10","Impressions for pos. 11-50","Clicks from pos. 11-50","CTR % for pos. 11-50","Avg. impression position for pos. 11-50","Avg. click position from pos. 11-50"
"как переложить старую плитку на улице","2026-05-21 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"укладка тротуарной плитки рыбинск цена","2026-05-21 - 2026-08-18","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"ландшафтный дизайн труда, 97","2026-05-21 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"мастер садоводства ярославская область","2026-05-21 - 2026-08-18","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"выравнивание участка ярославль эконом-класс tehno-niki ру","2026-05-21 - 2026-08-18","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"рулонный живой газон рыбинск купить","2026-05-21 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"дренаж шести соток схема","2026-05-21 - 2026-08-18","1.00","1.00","100.00","4.00","4.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","4.00","4.00","0.00","0.00","","",""
"рыбинск услуги благоустройство","2026-05-21 - 2026-08-18","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"выполним работы по благоустройству территории в ярославле","2026-05-21 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"планировка участка ярославль по распродаже minipogruzchiki-ру","2026-05-21 - 2026-08-18","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"рулонный газон в ярославле","2026-05-21 - 2026-08-18","1.00","0.00","0.00","40.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","40.00",""
"дизайнер приусадебном участке город любим ярославская область","2026-05-21 - 2026-08-18","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"от нехватки чего лопается отмостка залитая только","2026-05-21 - 2026-08-18","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"селехово","2026-05-21 - 2026-08-18","1.00","0.00","0.00","37.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","37.00",""
"эстакада каменюки рыбинск","2026-05-21 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"уборка территорий под ярославлем tehno-ники-ru","2026-05-21 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"расчет стоимости содержания благоустроенной территории калькулятор онлайн","2026-05-21 - 2026-08-18","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"сколько стоит работа по монтажу дренажной и ливневой системы","2026-05-21 - 2026-08-18","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"укладка плитки в переславле залесском","2026-05-21 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"ливневая канализация методом прокола ярославль","2026-05-21 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"услуги ландшафта рыбинск","2026-05-21 - 2026-08-18","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"благоустройство территории ярославль","2026-05-21 - 2026-08-18","1.00","0.00","0.00","26.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","26.00",""
"отремонтировать просадку брусчатки","2026-05-21 - 2026-08-18","1.00","0.00","0.00","25.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","25.00",""
"выкорчевка кустов и деревьев рыбинск","2026-05-21 - 2026-08-18","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"можно старую плитку заново ложить на улице","2026-05-21 - 2026-08-18","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"калькулятор покрытий на участке","2026-05-21 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"сколько стоит дренаж в городе ярославль за погонный метр","2026-05-21 - 2026-08-18","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"выровнять участок на даче ярославль калькулятор стоимости tehnoники ру","2026-05-21 - 2026-08-18","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"какая киянка должна быть для укладки тротуарной плитки","2026-05-21 - 2026-08-18","1.00","1.00","100.00","5.00","5.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","5.00","5.00","0.00","0.00","","",""
"ландшафтные решения слипы","2026-05-21 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"укладываем плитку на террасу на старую плитку","2026-05-21 - 2026-08-18","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"заезд на участок через канаву тутаев","2026-05-21 - 2026-08-18","1.00","1.00","100.00","8.00","8.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","8.00","8.00","0.00","0.00","","",""
"key_phrase : посадка деревьев в ярославской области","2026-05-21 - 2026-08-18","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"расчистка участка купанское ярославская область","2026-05-21 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"рассчитать стоимость работ по укладке тротуарной плитки онлайн","2026-05-21 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"подсветка деревьев в рыбинске","2026-05-21 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"стройдвор ярославль устройство заезда на участок","2026-05-21 - 2026-08-18","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"разбор домов и вывоз","2026-05-21 - 2026-08-18","1.00","0.00","0.00","14.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","14.00",""
"дробление пней в рыбинске услуги","2026-05-21 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"стоимость дренажа в ярославской области","2026-05-21 - 2026-08-18","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"где в тутаеве можно купить рулоном газон","2026-05-21 - 2026-08-18","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"сметный калькулятор онлайн благоустройство территории","2026-05-21 - 2026-08-18","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"услуги дизайнера участка","2026-05-21 - 2026-08-18","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"ливневая канализация в ярославле","2026-05-21 - 2026-08-18","1.00","0.00","0.00","1.00","","1.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"сколько стоит выровнять землю на участке калькулятор стоимости экскаваторы arenda ru","2026-05-21 - 2026-08-18","1.00","0.00","0.00","27.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","27.00",""
"ярославль стоимость отмостки вокруг дома","2026-05-21 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"подрядчик дренировать участок","2026-05-21 - 2026-08-18","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"специализированная организация по ремонту, содержанию сетей и колодцев ливневой канализации","2026-05-21 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"аренда печей для готовки рыбинск","2026-05-21 - 2026-08-18","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"дренаж участка по цене","2026-05-21 - 2026-08-18","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"как уложить тротуарную плитку на старую тротуарную плитку","2026-05-21 - 2026-08-18","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"калькулятор дренажа участка онлайн","2026-05-21 - 2026-08-18","1.00","0.00","0.00","15.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","15.00",""
"укладка плитки тротуарной углич","2026-05-21 - 2026-08-18","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"рыбинск рулонный газон","2026-05-21 - 2026-08-18","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"старой дорожке на даче уже более 15 лет, она просела и стала не очень красивой. можно ли поверх выложить плиткой новую, чтоб бвло выше ровнее и красивее?","2026-05-21 - 2026-08-18","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"благоустройство посчитать ?","2026-05-21 - 2026-08-18","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"сколько стоит сделать газон на дачном участке переславль-залесский","2026-05-21 - 2026-08-18","1.00","0.00","0.00","18.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","18.00",""
